,Liquidity_Samples
2071,1.4380553232132928e+25
2072,1.5810387165847508e+25
2073,1.4703049389881722e+25
2074,1.411896440587754e+25
2075,1.5581726228891944e+25
2076,1.4585790423116121e+25
2077,1.4411631364470868e+25
2078,1.482775460710194e+25
2079,1.4858133739397922e+25
2080,1.4982259434647237e+25
2081,1.469336663310632e+25
2082,1.489723149451292e+25
2083,1.4810803830181132e+25
2084,1.4767621261335012e+25
2085,1.4248893035702479e+25
2086,1.4781192432816978e+25
2087,1.4876951480561559e+25
2088,1.4201129100336213e+25
2089,1.5033410856160723e+25
2090,1.505989438042396e+25
2091,1.497522408595995e+25
2092,1.5744048814149165e+25
2093,1.476643599169305e+25
2094,1.512619093480948e+25
2095,1.5148465477926387e+25
2096,1.4821624570022054e+25
2097,1.4519140397665105e+25
2098,1.4791283632339964e+25
2099,1.4850039472137313e+25
2100,1.506442329292223e+25
2101,1.436865113729889e+25
2102,1.4786165679668953e+25
2103,1.4946053476769428e+25
2104,1.4878491452637578e+25
2105,1.4588418477545291e+25
2106,1.504190178773712e+25
2107,1.4919859963487318e+25
2108,1.491808846007809e+25
2109,1.4561887341422882e+25
2110,1.5510672180955374e+25
2111,1.4556570195898226e+25
2112,1.5165081299637647e+25
2113,1.4736898860677814e+25
2114,1.5308951147759641e+25
2115,1.446207428701768e+25
2116,1.4955408548416235e+25
2117,1.5308541122020244e+25
2118,1.5554092792476694e+25
2119,1.5549440663158268e+25
2120,1.4895926431367877e+25
2121,1.4620356216256548e+25
2122,1.4838544769038753e+25
2123,1.5726739271722276e+25
2124,1.4335037804165301e+25
2125,1.5076351921749172e+25
2126,1.4784129676357977e+25
2127,1.4608020398535716e+25
2128,1.4984036952218905e+25
2129,1.469066853885883e+25
2130,1.496670233414169e+25
2131,1.5360147876934093e+25
2132,1.5173088576650494e+25
2133,1.4828701112729065e+25
2134,1.479374999698852e+25
2135,1.5243312043461832e+25
2136,1.4807544696980806e+25
2137,1.4986781038905053e+25
2138,1.5035607174129827e+25
2139,1.4943331941158403e+25
2140,1.4245677638619123e+25
2141,1.4408777979478555e+25
2142,1.5150273151595933e+25
2143,1.5541696521362683e+25
2144,1.5000620492829678e+25
2145,1.4582755074260953e+25
2146,1.4659730645991874e+25
2147,1.4805191722838393e+25
2148,1.5605827689231517e+25
2149,1.4674757912359697e+25
2150,1.4917542214972428e+25
2151,1.4270859185695463e+25
2152,1.5063484283641325e+25
2153,1.4670825178121436e+25
2154,1.46438326836713e+25
2155,1.491310893269173e+25
2156,1.4547255479777715e+25
2157,1.5484188458053382e+25
2158,1.4460166138055357e+25
2159,1.4827932546904184e+25
2160,1.4906199764952155e+25
2161,1.4535176961665275e+25
2162,1.5231926571397236e+25
2163,1.504034991008449e+25
2164,1.5118496195204063e+25
2165,1.493975434491495e+25
2166,1.5170532460985146e+25
2167,1.4710971250324862e+25
2168,1.4994500873639765e+25
2169,1.5141172199463296e+25
2170,1.4279916695575705e+25
2171,1.4610527243125362e+25
2172,1.4764818434355405e+25
2173,1.4319444693848058e+25
2174,1.4969363276956225e+25
2175,1.5191970244805554e+25
2176,1.449104202889661e+25
2177,1.4707357845281486e+25
2178,1.5465656739052846e+25
2179,1.5228776345910094e+25
2180,1.4484877952688383e+25
2181,1.5066645845619332e+25
2182,1.4453012775535815e+25
2183,1.4275143925067707e+25
2184,1.4975467216590946e+25
2185,1.4317572929532153e+25
2186,1.5385806435210008e+25
2187,1.5279164443334282e+25
2188,1.5355134979158193e+25
2189,1.5094737991773623e+25
2190,1.4614832721267352e+25
2191,1.492256310877148e+25
2192,1.538666829303205e+25
2193,1.4928921719163265e+25
2194,1.4907485035152571e+25
2195,1.5134684431767671e+25
2196,1.473983711208464e+25
2197,1.4438420169307575e+25
2198,1.4744946323328624e+25
2199,1.4866373609884648e+25
2200,1.4874248068005984e+25
2201,1.5033075179893667e+25
2202,1.5346280516820796e+25
2203,1.5319168396041871e+25
2204,1.4753563838680619e+25
2205,1.4779183377845004e+25
2206,1.515752637052598e+25
2207,1.4893491678606085e+25
2208,1.4432920073165092e+25
2209,1.4766610016428279e+25
2210,1.5423104984839249e+25
2211,1.5001671738481262e+25
2212,1.4398009578662023e+25
2213,1.4721568627509764e+25
2214,1.5824404623135843e+25
2215,1.475656792440172e+25
2216,1.5134601444232395e+25
2217,1.4846658069192283e+25
2218,1.476475030171949e+25
2219,1.4892791721217515e+25
2220,1.5134379450813418e+25
2221,1.4478568258528807e+25
2222,1.568232847312374e+25
2223,1.4780477955717046e+25
2224,1.5389666504219322e+25
2225,1.5836655280495212e+25
2226,1.4702721585960719e+25
2227,1.4649472384440303e+25
2228,1.4604858002821477e+25
2229,1.460013487280746e+25
2230,1.4759406258692457e+25
2231,1.465784871690448e+25
2232,1.4487727524858687e+25
2233,1.493275400346546e+25
2234,1.52801886528757e+25
2235,1.5219924919147023e+25
2236,1.4835137918989554e+25
2237,1.476297170034245e+25
2238,1.5759455503000658e+25
2239,1.4815383084933187e+25
2240,1.4560783922107491e+25
2241,1.4574300261112257e+25
2242,1.5333618890003713e+25
2243,1.4736185401912737e+25
2244,1.5716350117644944e+25
2245,1.492736952424066e+25
2246,1.4464995819029841e+25
2247,1.49412156349938e+25
2248,1.5199032443943892e+25
2249,1.536974337329412e+25
2250,1.5131397978825942e+25
2251,1.5335367291338523e+25
2252,1.502584294493192e+25
2253,1.4412641971547807e+25
2254,1.6085264748960715e+25
2255,1.5470935697875183e+25
2256,1.5290986518715626e+25
2257,1.5404617438938085e+25
2258,1.535454511340129e+25
2259,1.5025949671593933e+25
2260,1.5112915301415416e+25
2261,1.5029935038260619e+25
2262,1.419196545185721e+25
2263,1.4886143623735971e+25
2264,1.4968737956296441e+25
2265,1.474902424765462e+25
2266,1.5217555346730234e+25
2267,1.4086853895221195e+25
2268,1.5306438676196361e+25
2269,1.4182823593402458e+25
2270,1.5246324235847702e+25
2271,1.4725592449939681e+25
2272,1.5439485515370165e+25
2273,1.6081264284879631e+25
2274,1.5461337713998397e+25
2275,1.4996492916171993e+25
2276,1.465533882936431e+25
2277,1.4253216147029415e+25
2278,1.5235453044478716e+25
2279,1.5729454863139416e+25
2280,1.5145910687819556e+25
2281,1.493085892480229e+25
2282,1.5101548373156025e+25
2283,1.4346627111477954e+25
2284,1.5333126917558077e+25
2285,1.5686398969202429e+25
2286,1.4828719049098234e+25
2287,1.422907118585237e+25
2288,1.5160812207941932e+25
2289,1.535934115812221e+25
2290,1.5186559778555402e+25
2291,1.4631117819210635e+25
2292,1.5170391593758927e+25
2293,1.5311811562569036e+25
2294,1.5633838489604877e+25
2295,1.3859254889232948e+25
2296,1.4860069420612994e+25
2297,1.503813624530907e+25
2298,1.5227718592436865e+25
2299,1.4911741376986075e+25
2300,1.539532393035287e+25
2301,1.5065685258858777e+25
2302,1.5399894665368323e+25
2303,1.4925633559163392e+25
2304,1.5150897555810771e+25
2305,1.4843888375277908e+25
2306,1.5329357740763646e+25
2307,1.5265076705672255e+25
2308,1.5394359517920297e+25
2309,1.5257035839889727e+25
2310,1.5165563903149498e+25
2311,1.5344852715822985e+25
2312,1.4454952420962992e+25
2313,1.4415306473004116e+25
2314,1.4996030964346378e+25
2315,1.390725850759427e+25
2316,1.5355508675186851e+25
2317,1.5167405975262293e+25
2318,1.4840489762460736e+25
2319,1.4925057958865146e+25
2320,1.4115149000506943e+25
2321,1.4795450712585614e+25
2322,1.494670209462869e+25
2323,1.5718234556559474e+25
2324,1.469469332116632e+25
2325,1.457204726214659e+25
2326,1.5723614079943293e+25
2327,1.4876139946956097e+25
2328,1.5136372018148393e+25
2329,1.5056643444030091e+25
2330,1.471977260694407e+25
2331,1.534593051688289e+25
2332,1.474509943532067e+25
2333,1.5235042481618102e+25
2334,1.4442908136810695e+25
2335,1.5418078773495442e+25
2336,1.5666604504092576e+25
2337,1.4823529379706143e+25
2338,1.5552257453384603e+25
2339,1.5304520055474157e+25
2340,1.5112982011368003e+25
2341,1.489731310737814e+25
2342,1.5261045841751013e+25
2343,1.4815026396711021e+25
2344,1.5403551448559271e+25
2345,1.452172253810833e+25
2346,1.4338567973079e+25
2347,1.4962965065925288e+25
2348,1.4684431583843825e+25
2349,1.5058324328133497e+25
2350,1.4818574355503791e+25
2351,1.474508472633858e+25
2352,1.4632466986192362e+25
2353,1.5115577380089875e+25
2354,1.5105101895404365e+25
2355,1.4797335715635032e+25
2356,1.481008595841642e+25
2357,1.4879478836217908e+25
2358,1.5341219627241975e+25
2359,1.4959485925942723e+25
2360,1.416409212633865e+25
2361,1.5315659230808346e+25
2362,1.4761543522667064e+25
2363,1.4696465810049566e+25
2364,1.4141409512053778e+25
2365,1.5453365278886365e+25
2366,1.5229358216642696e+25
2367,1.4842286950329278e+25
2368,1.4188129774655496e+25
2369,1.5187633708394166e+25
2370,1.5299428353683132e+25
2371,1.567571655923045e+25
2372,1.5085502917241657e+25
2373,1.4739984624502795e+25
2374,1.4692602730093112e+25
2375,1.5328491799831974e+25
2376,1.5255432474492733e+25
2377,1.4927943375983256e+25
2378,1.4225222862330197e+25
2379,1.5363544305756882e+25
2380,1.4449540283038146e+25
2381,1.5385630686945742e+25
2382,1.4264547715099887e+25
2383,1.4124345872445543e+25
2384,1.502462664404621e+25
2385,1.5543486462357993e+25
2386,1.4911193420945517e+25
2387,1.5602095200196442e+25
2388,1.5069035536280924e+25
2389,1.5399406591806536e+25
2390,1.5364467508125824e+25
2391,1.4886075022047292e+25
2392,1.4571473740859966e+25
2393,1.4155796523660168e+25
2394,1.4601188121611733e+25
2395,1.5651653254673625e+25
2396,1.5195615350927333e+25
2397,1.4774325766396651e+25
2398,1.508218221338196e+25
2399,1.494034401128638e+25
2400,1.5117983983422147e+25
2401,1.5336913524070513e+25
2402,1.5050603787971664e+25
2403,1.4498464940436348e+25
2404,1.4886488678708054e+25
2405,1.4829323275974747e+25
2406,1.4711645663932967e+25
2407,1.5302338190080817e+25
2408,1.5393578955919321e+25
2409,1.4367008840627646e+25
2410,1.5303872240906972e+25
2411,1.4906859211057487e+25
2412,1.5228169037464415e+25
2413,1.5548526978898426e+25
2414,1.4186711666460321e+25
2415,1.496561754254673e+25
2416,1.4447475042421114e+25
2417,1.5153055904623821e+25
2418,1.5111161730500209e+25
2419,1.4364715283798915e+25
2420,1.5042227741059782e+25
2421,1.5008290222235173e+25
2422,1.4231683876932503e+25
2423,1.4472182366645186e+25
2424,1.4647154073158353e+25
2425,1.4625799290227017e+25
2426,1.4690844867221147e+25
2427,1.4789735197564735e+25
2428,1.587622169841345e+25
2429,1.5127153092192049e+25
2430,1.4810372421027507e+25
2431,1.475789517794928e+25
2432,1.4834385026975666e+25
2433,1.4979945410873382e+25
2434,1.439424018310737e+25
2435,1.4290515383096238e+25
2436,1.4434738355089025e+25
2437,1.5178585239444217e+25
2438,1.496915071165839e+25
2439,1.4365049803207137e+25
2440,1.4708378280599816e+25
2441,1.4841382028858906e+25
2442,1.4767736764485399e+25
2443,1.4982641107958766e+25
2444,1.4994028618345028e+25
2445,1.505235163665668e+25
2446,1.5610796204951693e+25
2447,1.506835507636618e+25
2448,1.5113707481316303e+25
2449,1.4374743986685668e+25
2450,1.5208578825451838e+25
2451,1.5214516802185463e+25
2452,1.4104301184590494e+25
2453,1.5575296515617786e+25
2454,1.526523532295948e+25
2455,1.5006321357050316e+25
2456,1.4776286818133496e+25
2457,1.5244764601035025e+25
2458,1.4217807115962639e+25
2459,1.4859054744045054e+25
2460,1.4798378777020796e+25
2461,1.491382866727975e+25
2462,1.4558944577617124e+25
2463,1.4739900447574378e+25
2464,1.5242978177059306e+25
2465,1.4520956398570695e+25
2466,1.4948052280215758e+25
2467,1.4812735695435085e+25
2468,1.4401168810779e+25
2469,1.4975780247477174e+25
2470,1.5136974971030679e+25
2471,1.5238697487496066e+25
2472,1.5207443022970417e+25
2473,1.4523178355384039e+25
2474,1.6147143175766692e+25
2475,1.4670357310580124e+25
2476,1.4529217398615598e+25
2477,1.5394681902420705e+25
2478,1.459113566026258e+25
2479,1.4831661489726818e+25
2480,1.4824983390280785e+25
2481,1.518263793480146e+25
2482,1.510028919515318e+25
2483,1.5053786896117905e+25
2484,1.5063816192373094e+25
2485,1.4796095081216072e+25
2486,1.4252307434112586e+25
2487,1.4769059719349211e+25
2488,1.4987072229003655e+25
2489,1.4683373892159733e+25
2490,1.5368491877580944e+25
2491,1.5522613141500997e+25
2492,1.498522564817108e+25
2493,1.4935689716825947e+25
2494,1.5679088768214535e+25
2495,1.4402310480418978e+25
2496,1.501193804493387e+25
2497,1.5182217470504005e+25
2498,1.5649440647608713e+25
2499,1.5309659648063131e+25
2500,1.5428674776822455e+25
2501,1.4569050125975633e+25
2502,1.443786339868957e+25
2503,1.4194795412938077e+25
2504,1.5106799933053094e+25
2505,1.4598737560659425e+25
2506,1.497071715328427e+25
2507,1.4430348573071343e+25
2508,1.4606286446760671e+25
2509,1.5154972605505703e+25
2510,1.4923657270297255e+25
2511,1.4594306966854904e+25
2512,1.4571629279878206e+25
2513,1.4793460057398975e+25
2514,1.4742751827852268e+25
2515,1.4777577217003846e+25
2516,1.4949847055749322e+25
2517,1.5178373942034723e+25
2518,1.5599717360951546e+25
2519,1.528904057796441e+25
2520,1.4589594014833973e+25
2521,1.4333904632894117e+25
2522,1.4717786268469744e+25
2523,1.4722612841087514e+25
2524,1.5225819767002052e+25
2525,1.5144532709923099e+25
2526,1.501764617889356e+25
2527,1.4478001090910507e+25
2528,1.5092536073687077e+25
2529,1.4435930098966953e+25
2530,1.4666475771037616e+25
2531,1.5615240567326952e+25
2532,1.5110614087474428e+25
2533,1.4135432204758455e+25
2534,1.4721363085905998e+25
2535,1.4853606309429936e+25
2536,1.4821077877596143e+25
2537,1.4387143940038056e+25
2538,1.4738918113249101e+25
2539,1.565592694103706e+25
2540,1.5199583669176876e+25
2541,1.464540472850129e+25
2542,1.521787893629968e+25
2543,1.4848365930504644e+25
2544,1.4854605000837158e+25
2545,1.4734632580782044e+25
2546,1.5113899280647208e+25
2547,1.4605955904395714e+25
2548,1.4485529088860148e+25
2549,1.4816997522719837e+25
2550,1.511970547477277e+25
2551,1.4357132716939866e+25
2552,1.467365465310061e+25
2553,1.4927819937483027e+25
2554,1.4786918144324112e+25
2555,1.4384063271174516e+25
2556,1.4548563733283529e+25
2557,1.4942514103642736e+25
2558,1.5656064919761563e+25
2559,1.4227711080180302e+25
2560,1.4687577914437531e+25
2561,1.5107307533777405e+25
2562,1.488334213920918e+25
2563,1.4223550341410969e+25
2564,1.4194561139704356e+25
2565,1.454092520820847e+25
2566,1.406080087624434e+25
2567,1.5268702102488243e+25
2568,1.47155867808104e+25
2569,1.5615766187264665e+25
2570,1.591490994366722e+25
2571,1.4538578139229583e+25
2572,1.4965330848248111e+25
2573,1.4592379529487436e+25
2574,1.4355000068495642e+25
2575,1.4701514313506854e+25
2576,1.465533182064917e+25
2577,1.5922400115743962e+25
2578,1.4833649903671077e+25
2579,1.4900180262132552e+25
2580,1.4606114635270102e+25
2581,1.4223124603300332e+25
2582,1.4836100117548072e+25
2583,1.4856070119955608e+25
2584,1.475716501540749e+25
2585,1.5107939031259485e+25
2586,1.5444993897665562e+25
2587,1.5453468208922835e+25
2588,1.4719452836960732e+25
2589,1.4774424583854016e+25
2590,1.4331555794240135e+25
2591,1.5827900817485662e+25
2592,1.4962653831978972e+25
2593,1.5783456502362866e+25
2594,1.442643070094301e+25
2595,1.4963730622944305e+25
2596,1.494474041694421e+25
2597,1.495336183730329e+25
2598,1.4816309337501709e+25
2599,1.5156271216370504e+25
2600,1.4694876831237954e+25
2601,1.518592474685176e+25
2602,1.4688238704565429e+25
2603,1.5060456069884825e+25
2604,1.5095563118100126e+25
2605,1.4600985407468986e+25
2606,1.4247004121818826e+25
2607,1.4701081162870886e+25
2608,1.5372025501255382e+25
2609,1.4782740079989197e+25
2610,1.4775685800842198e+25
2611,1.478096715486023e+25
2612,1.4817461410506473e+25
2613,1.487904584107985e+25
2614,1.4668536211744157e+25
2615,1.4938378386573871e+25
2616,1.481270242811082e+25
2617,1.531361912655585e+25
2618,1.4939099117125549e+25
2619,1.4942199366827173e+25
2620,1.5012350062602248e+25
2621,1.458730147570457e+25
2622,1.4573542356235114e+25
2623,1.5779169518849159e+25
2624,1.4987176136174763e+25
2625,1.456184612310463e+25
2626,1.479184336849994e+25
2627,1.5014779209298698e+25
2628,1.5093882738883528e+25
2629,1.5358773054158753e+25
2630,1.5123728666690895e+25
2631,1.5125343512276293e+25
2632,1.4463310234876174e+25
2633,1.5484382520073065e+25
2634,1.5109990697878775e+25
2635,1.4550745785807241e+25
2636,1.5359894260410266e+25
2637,1.4724793599095535e+25
2638,1.5498467438899758e+25
2639,1.4774192565603099e+25
2640,1.5142921284597014e+25
2641,1.5174420881661743e+25
2642,1.509416380890705e+25
2643,1.449060400577346e+25
2644,1.5185760998007546e+25
2645,1.5059274558372444e+25
2646,1.4795275160936232e+25
2647,1.4561451663325903e+25
2648,1.4778968651440828e+25
2649,1.530729038906926e+25
2650,1.5409717406251486e+25
2651,1.4654862868563513e+25
2652,1.4475389838849845e+25
2653,1.4783064628651305e+25
2654,1.4236186837438158e+25
2655,1.4246777030641064e+25
2656,1.5506155648920745e+25
2657,1.570392843492402e+25
2658,1.4064949056700311e+25
2659,1.4974885778945265e+25
2660,1.4536399970082585e+25
2661,1.46963281166286e+25
2662,1.4644153990115425e+25
2663,1.4654346153973571e+25
2664,1.3937809955971806e+25
2665,1.6137958706430695e+25
2666,1.4592847368795925e+25
2667,1.4624241930385475e+25
2668,1.429112869766938e+25
2669,1.492860115005954e+25
2670,1.551025250907603e+25
2671,1.4585620664938322e+25
2672,1.5635796595010533e+25
2673,1.5047785109320827e+25
2674,1.557623760466266e+25
2675,1.5411803177951907e+25
2676,1.47765059025593e+25
2677,1.4423350406830317e+25
2678,1.4091130210218354e+25
2679,1.542253580492393e+25
2680,1.5111235634784198e+25
2681,1.5431283306588016e+25
2682,1.4901526727887743e+25
2683,1.4756072180726761e+25
2684,1.4801240316208823e+25
2685,1.522981257187226e+25
2686,1.5016380179366661e+25
2687,1.4591030144165723e+25
2688,1.5228098633788106e+25
2689,1.5019013418119323e+25
2690,1.510477874616532e+25
2691,1.5277536233215366e+25
2692,1.506695039486725e+25
2693,1.518201333281399e+25
2694,1.5395760544894225e+25
2695,1.497179861132788e+25
2696,1.5034528156612994e+25
2697,1.479376883418754e+25
2698,1.4847108586162796e+25
2699,1.4448778921432815e+25
2700,1.4518595577063023e+25
2701,1.4736796713770825e+25
2702,1.562979768183271e+25
2703,1.494203277762739e+25
2704,1.5403826960844372e+25
2705,1.525473809469542e+25
2706,1.466453243795405e+25
2707,1.4974459969786855e+25
2708,1.566212750590654e+25
2709,1.408474078338625e+25
2710,1.5202452501600833e+25
2711,1.4417119982632042e+25
2712,1.4507725440288708e+25
2713,1.5189041256189694e+25
2714,1.4773486368807155e+25
2715,1.5255484373620074e+25
2716,1.4606602565381066e+25
2717,1.5346391296982407e+25
2718,1.5856182334576091e+25
2719,1.5136643065395075e+25
2720,1.4818162834318066e+25
2721,1.5116772891251672e+25
2722,1.5257660064389207e+25
2723,1.4868838747660008e+25
2724,1.4889191503527164e+25
2725,1.462800143404879e+25
2726,1.493955060729603e+25
2727,1.499176389168676e+25
2728,1.4740469991253099e+25
2729,1.4349323337104407e+25
2730,1.4975693112388783e+25
2731,1.4536293096124364e+25
2732,1.448018349170542e+25
2733,1.458868353461404e+25
2734,1.5471486296246034e+25
2735,1.4875836910891914e+25
2736,1.518318988827079e+25
2737,1.4190520791963803e+25
2738,1.4449806886874807e+25
2739,1.5104627788957936e+25
2740,1.4512334668307606e+25
2741,1.4639907651287284e+25
2742,1.5134988036778196e+25
2743,1.4852615874556033e+25
2744,1.5193464941421013e+25
2745,1.4762890350455637e+25
2746,1.5524383799687844e+25
2747,1.5106730111444424e+25
2748,1.3858263800174411e+25
2749,1.4752850728806315e+25
2750,1.5342387689232485e+25
2751,1.5199026203201983e+25
2752,1.4363443343748854e+25
2753,1.5316704731752145e+25
2754,1.4915816774111838e+25
2755,1.4965766667548054e+25
2756,1.5050113080206499e+25
2757,1.5276101250396505e+25
2758,1.5189610131382259e+25
2759,1.462177607940496e+25
2760,1.4446708566231134e+25
2761,1.4621915954856682e+25
2762,1.5523962598765562e+25
2763,1.4535777836874407e+25
2764,1.4825890859561562e+25
2765,1.5182775473437602e+25
2766,1.5002792102832957e+25
2767,1.4502636974485084e+25
2768,1.4973970228852996e+25
2769,1.4682966047961786e+25
2770,1.429915900977899e+25
2771,1.5169841038335612e+25
2772,1.5168195005068388e+25
2773,1.582510925464299e+25
2774,1.4996946659490495e+25
2775,1.564689189192032e+25
2776,1.4762948440246497e+25
2777,1.549665507962815e+25
2778,1.4521132097026935e+25
2779,1.511285279560777e+25
2780,1.5240009818968567e+25
2781,1.5120773905387536e+25
2782,1.4817417435645536e+25
2783,1.4910182619466465e+25
2784,1.4773912463000426e+25
2785,1.4941808805128587e+25
2786,1.4548639117176871e+25
2787,1.4742925803533823e+25
2788,1.4444131046000433e+25
2789,1.4919561514113526e+25
2790,1.4919243193112919e+25
2791,1.4508297405368433e+25
2792,1.4566463056450783e+25
2793,1.4513058979074954e+25
2794,1.4785244971155016e+25
2795,1.499408269159646e+25
2796,1.5093587897089662e+25
2797,1.4019946022710448e+25
2798,1.4830115112170564e+25
2799,1.5424401565865028e+25
2800,1.526248960852888e+25
2801,1.4323537441542593e+25
2802,1.5292879977866437e+25
2803,1.5263778378793638e+25
2804,1.4840171654175318e+25
2805,1.4443935452191247e+25
2806,1.5018388499593303e+25
2807,1.4639804055374725e+25
2808,1.5638153733568572e+25
2809,1.4412549726106097e+25
2810,1.4563050372190928e+25
2811,1.4797162474213832e+25
2812,1.5503718902725605e+25
2813,1.5047836263375667e+25
2814,1.4584142735333532e+25
2815,1.5408439724742953e+25
2816,1.4845897526056495e+25
2817,1.4434900853327578e+25
2818,1.5504899605588926e+25
2819,1.4998505673032158e+25
2820,1.5476229264906365e+25
2821,1.5244435188297433e+25
2822,1.5588772899771611e+25
2823,1.481649919164374e+25
2824,1.4710457053960758e+25
2825,1.5453277677532998e+25
2826,1.4936399253704016e+25
2827,1.4929584802994666e+25
2828,1.4922841539580768e+25
2829,1.520688200624055e+25
2830,1.4711925456252993e+25
2831,1.4302842715355144e+25
2832,1.4061133541817568e+25
2833,1.4744366199490673e+25
2834,1.4762367034311302e+25
2835,1.406411857374413e+25
2836,1.509730437464681e+25
2837,1.5254511303370576e+25
2838,1.470773464528481e+25
2839,1.506842669203124e+25
2840,1.5227846395428482e+25
2841,1.5168568308387904e+25
2842,1.510167752209312e+25
2843,1.4599797627736392e+25
2844,1.4589699098358281e+25
2845,1.4886613344566635e+25
2846,1.4879218280035038e+25
2847,1.5310730662331776e+25
2848,1.55622983289948e+25
2849,1.5233783389121065e+25
2850,1.4617026124819052e+25
2851,1.5462549548864534e+25
2852,1.4723124311004382e+25
2853,1.5203688423955576e+25
2854,1.4812393714695894e+25
2855,1.3935673024896764e+25
2856,1.4993298202027886e+25
2857,1.5371510062725747e+25
2858,1.500151755218156e+25
2859,1.5173337820546348e+25
2860,1.4907728125426215e+25
2861,1.469271467278713e+25
2862,1.5088905379865878e+25
2863,1.4524020986929535e+25
2864,1.4827625221167974e+25
2865,1.4970758398920172e+25
2866,1.5217552286607505e+25
2867,1.5879788437819079e+25
2868,1.5076084684066081e+25
2869,1.511592635328128e+25
2870,1.473827582549435e+25
2871,1.4767490943260455e+25
2872,1.471341328237539e+25
2873,1.4646265552499923e+25
2874,1.4961681479183397e+25
2875,1.447097066955234e+25
2876,1.5018631876134697e+25
2877,1.4049414287675185e+25
2878,1.4562782185312066e+25
2879,1.5505236796877733e+25
2880,1.506629543384308e+25
2881,1.502650233412968e+25
2882,1.5664542560318422e+25
2883,1.5207394092588156e+25
2884,1.4537517859854916e+25
2885,1.5280936776104982e+25
2886,1.4834027215766686e+25
2887,1.5121091935266114e+25
2888,1.4187366007496577e+25
2889,1.582063958575722e+25
2890,1.4703007340461984e+25
2891,1.4468356865105829e+25
2892,1.459638417425084e+25
2893,1.485385835639173e+25
2894,1.515424455182497e+25
2895,1.5204486978152505e+25
2896,1.4883707462514205e+25
2897,1.5510439137313027e+25
2898,1.4574511783173368e+25
2899,1.4373823883255427e+25
2900,1.4410783474900891e+25
2901,1.5210681424846475e+25
2902,1.5179234174255172e+25
2903,1.5225071803194092e+25
2904,1.4656358769635615e+25
2905,1.4770603415310729e+25
2906,1.5397434986685592e+25
2907,1.4654269175193348e+25
2908,1.4794073712861773e+25
2909,1.4878835030164664e+25
2910,1.6087882975062694e+25
2911,1.51560679581609e+25
2912,1.4752582285676686e+25
2913,1.5726740102127725e+25
2914,1.5303254127965044e+25
2915,1.5698133357108063e+25
2916,1.5341118586976124e+25
2917,1.5055308193260849e+25
2918,1.5602314168257254e+25
2919,1.4805148574393367e+25
2920,1.5415526652863546e+25
2921,1.4177149367707214e+25
2922,1.5112578841225969e+25
2923,1.551976675076653e+25
2924,1.5126356153206567e+25
2925,1.4961379285131315e+25
2926,1.5337937634095916e+25
2927,1.4696162877075428e+25
2928,1.4379138944483612e+25
2929,1.4629431248475568e+25
2930,1.5578107069591409e+25
2931,1.4514832430275036e+25
2932,1.458243969402786e+25
2933,1.4425878418958866e+25
2934,1.5399862578652775e+25
2935,1.4887298736823623e+25
2936,1.4221217505964684e+25
2937,1.529622024108418e+25
2938,1.4554979603086497e+25
2939,1.5333696352592213e+25
2940,1.4534515282682554e+25
2941,1.5151765835513374e+25
2942,1.535075496878166e+25
2943,1.4516827915836903e+25
2944,1.4579404522195864e+25
2945,1.4166746238540575e+25
2946,1.4469812992435926e+25
2947,1.433849836690323e+25
2948,1.497030938967807e+25
2949,1.4727432152461875e+25
2950,1.4040847009661864e+25
2951,1.525140760505788e+25
2952,1.485507264731993e+25
2953,1.4523827532797989e+25
2954,1.478836596647693e+25
2955,1.4843997790505684e+25
2956,1.5298372965521643e+25
2957,1.519132947475056e+25
2958,1.4022233259933466e+25
2959,1.526801215552404e+25
2960,1.442964365516443e+25
2961,1.4848631281509142e+25
2962,1.4902218711992142e+25
2963,1.4441311572715935e+25
2964,1.4518767954660565e+25
2965,1.4732551461779614e+25
2966,1.4473770948991917e+25
2967,1.5193909379503718e+25
2968,1.489592713521725e+25
2969,1.4075235243129476e+25
2970,1.5025634992015828e+25
2971,1.4889077171841703e+25
2972,1.444310435642811e+25
2973,1.478314284457154e+25
2974,1.4524444207993046e+25
2975,1.483181262624988e+25
2976,1.501444025537814e+25
2977,1.4709724167336348e+25
2978,1.4581712888491401e+25
2979,1.4940518687642529e+25
2980,1.4705222636193856e+25
2981,1.50448352388948e+25
2982,1.466710518593738e+25
2983,1.4618391876970726e+25
2984,1.4383636007777377e+25
2985,1.5350358947504556e+25
2986,1.4818166944456453e+25
2987,1.443864459174791e+25
2988,1.4709870980435662e+25
2989,1.5382443973225284e+25
2990,1.4705907832044159e+25
2991,1.4695529165203166e+25
2992,1.5406982946228439e+25
2993,1.4890145381858812e+25
2994,1.4961226436388444e+25
2995,1.4594165085232036e+25
2996,1.4460278389074586e+25
2997,1.5215062131753173e+25
2998,1.4355176629547617e+25
2999,1.4929575052867813e+25
3000,1.4216428139020287e+25
3001,1.4916505531656091e+25
3002,1.4810470470134666e+25
3003,1.49426079682625e+25
3004,1.6147685764654669e+25
3005,1.4837500695298683e+25
3006,1.4991212370960778e+25
3007,1.5176722554073233e+25
3008,1.5140853096943397e+25
3009,1.4550201898324689e+25
3010,1.5440152160513096e+25
3011,1.490473815165341e+25
3012,1.466606403995389e+25
3013,1.489285918825435e+25
3014,1.4838352251510885e+25
3015,1.5231247028982569e+25
