,Buy_Sell_Samples
2264,3.401381113155711e+18
2265,1.0884017659953937e+20
2266,2.2873623933725632e+20
2267,1.5141897765633963e+20
2268,3.1148737213461836e+19
2269,3.631720314395134e+20
2270,1.6067590375550243e+22
2271,2.534984765023497e+20
2272,1.8747471451309572e+20
2273,1.3172833790873525e+21
2274,3.587196237336852e+20
2275,9.834733705942439e+19
2276,1.0259283786018678e+17
2277,5.6681370505074455e+20
2278,6.657756278962076e+18
2279,4.892567569768937e+18
2280,9.252979636704347e+17
2281,9.547602826276086e+18
2282,3.7219151517292073e+21
2283,2.662328032540956e+19
2284,2.390291856722443e+21
2285,5.363713151749614e+21
2286,5.943349658098375e+20
2287,2.8056291775296795e+20
2288,2.592528230877531e+20
2289,1.5825289886511958e+19
2290,2.2712081663096424e+22
2291,3.5700282329949313e+20
2292,5.318298508972997e+18
2293,7.765856349834413e+23
2294,3.018015518214678e+18
2295,6.7308198104158855e+19
2296,2.361472425401394e+18
2297,3.0753041306213674e+21
2298,3.007270765068733e+21
2299,1.0255526621779331e+19
2300,4.845689122706401e+20
2301,5.51524984351636e+18
2302,9.587651455593887e+20
2303,4.372359885265871e+19
2304,1.8579873375647863e+21
2305,2.3587893093729254e+18
2306,5.576184538315905e+20
2307,9.330786639016804e+18
2308,4.257398437662292e+19
2309,9.174580207906385e+21
2310,1.4154315258617418e+21
2311,2.251697653951362e+20
2312,1.0901520687491803e+22
2313,1.5905551869848198e+23
2314,1.0592857088267898e+20
2315,1.1032382640481458e+21
2316,7.079141449590727e+24
2317,1.0901956111861901e+21
2318,1.0620708462066108e+20
2319,8.665358708988308e+20
2320,9.081166827173102e+20
2321,9.873124398380691e+20
2322,6.030376608202374e+18
2323,7.214881317870254e+22
2324,3.3436340083155724e+20
2325,2.7481671546385906e+21
2326,1.5455647585869388e+20
2327,2.2735009656881082e+19
2328,6.327092555377804e+17
2329,8.233286704354515e+18
2330,3.8820113743888e+20
2331,2.4649838241835574e+17
2332,2.0326782296409302e+17
2333,1.2416670123497955e+22
2334,5.2787394426321345e+20
2335,6.373216221811441e+18
2336,4.343836807110289e+20
2337,1.7760338880815677e+20
2338,3.913771685248013e+21
2339,6.591042213228983e+20
2340,2.3137884954598854e+20
2341,1.2891444399516717e+21
2342,4.173539761714342e+21
2343,8.368870768969102e+19
2344,2.9436025826601153e+20
2345,5.667322544964014e+17
2346,1.5266926094667505e+21
2347,2.0823763674074726e+21
2348,1.4205124446346219e+20
2349,8.929098686703922e+19
2350,3.744497846670219e+22
2351,4.521907411698298e+21
2352,1.68681080803479e+19
2353,9.734521253890098e+17
2354,9.021535470062506e+18
2355,1.1743815965235756e+18
2356,2.4040204838083515e+21
2357,5.68835278378753e+17
2358,2.0421472116932588e+18
2359,4.476865598839741e+21
2360,2.685450144093065e+20
2361,1.2103909986509924e+18
2362,6.033690353128078e+20
2363,2.1548236402553377e+19
2364,5.9407032781294944e+19
2365,3.866771921951461e+18
2366,1.8741059661653635e+19
2367,1.3185552852925034e+19
2368,1.0678086851079178e+20
2369,8.802338383103607e+20
2370,3.1353805986870114e+21
2371,2.920399739577992e+21
2372,5.605842276387239e+19
2373,6.238903654987491e+19
2374,4.775658712632493e+19
2375,4.046099697816346e+20
2376,1.3345147689355536e+20
2377,5.686940096872821e+22
2378,2.040886648274721e+20
2379,7.369199666535394e+22
2380,6.247827667409021e+22
2381,3.945812477224203e+18
2382,1.896031173595148e+18
2383,1.8200469670700096e+18
2384,8.809435067770232e+20
2385,4.736048925254282e+22
2386,7.064125093653859e+19
2387,1.7901939582746595e+21
2388,7.57836363392423e+20
2389,5.5465407388320055e+19
2390,2.520135513678868e+19
2391,9.564978540168141e+17
2392,3.5811045722277913e+19
2393,3.1752856311718556e+20
2394,2.3555902970355445e+23
2395,1.3205193361330239e+22
2396,6.308515998210206e+21
2397,6.34907465490755e+20
2398,3.3803952321085837e+22
2399,3.7761171542255033e+21
2400,3.363653541324259e+19
2401,7.207245230183894e+18
2402,2.8219631000402e+19
2403,4.452681628502896e+20
2404,7.464613623332352e+22
2405,5.138942723888346e+21
2406,1.7546405533192608e+20
2407,5.3877191873020015e+20
2408,9.358444283134007e+18
2409,7.707724742288361e+18
2410,1.8783566992627663e+22
2411,3.636553620838961e+20
2412,2.0847948503579568e+20
2413,1.1170749655031654e+19
2414,4.379077013716886e+17
2415,5.188106264937388e+19
2416,2.684844928374989e+20
2417,8.939489171069828e+17
2418,3.0149239958624115e+21
2419,1.7651150836515367e+20
2420,4.5554902302755994e+18
2421,1.989292039291298e+19
2422,3.6821280775467893e+19
2423,2.6066148205746687e+20
2424,1.2726082134275903e+20
2425,7.090886162656537e+20
2426,4.1738854142120146e+20
2427,4.316543698435337e+19
2428,3.307299753382906e+20
2429,2.989363903483351e+20
2430,4.40343855138175e+19
2431,5.033004985500489e+21
2432,3.2527225676154494e+21
2433,1.5051290842603412e+20
2434,1.170722431547037e+20
2435,1.0653100839317399e+20
2436,1.2891970365639785e+20
2437,1.0170972472721497e+21
2438,2.456682381878481e+18
2439,1.1149695183332577e+21
2440,3.027092908368595e+21
2441,4.0591526960253235e+18
2442,6.5630533243266245e+19
2443,2.585477789552718e+18
2444,3.6287203555090195e+17
2445,1.834941214945818e+19
2446,1.195450563788135e+20
2447,2.051530139830465e+21
2448,3.19738102706357e+17
2449,1.0802053325568433e+20
2450,7.16630669901857e+19
2451,1.2823646596360076e+21
2452,3.121059556011278e+19
2453,1.6351626634744833e+23
2454,2.715119667714794e+17
2455,5.3097025964973105e+19
2456,4.663662071505978e+17
2457,3.6706735861769007e+21
2458,4.840980493053788e+19
2459,1.2697546339758459e+19
2460,1.142401611166624e+18
2461,1.1606104434184983e+19
2462,3.9819935633178755e+19
2463,4.5266217262688364e+18
2464,1.6822164164720218e+18
2465,4.308920764586463e+19
2466,5.097180130745167e+21
2467,1.658270243265724e+20
2468,5.135154598315349e+18
2469,9.015897678830338e+19
2470,2.3289036017004037e+18
2471,6.447126601652209e+20
2472,4.44479379107031e+21
2473,2.5564503180613298e+20
2474,6.9047074887330005e+19
2475,1.6172279882049683e+20
2476,1.3769501956798811e+22
2477,6.813923645972649e+20
2478,1.4651511561665137e+19
2479,2.606753477916596e+21
2480,2.0931790858837344e+19
2481,3.116697108990011e+19
2482,2.8535728049758966e+21
2483,1.5941860297149645e+21
2484,1.444546652186764e+18
2485,9.061662313658178e+19
2486,1.9230078779113406e+20
2487,3.8473577613283447e+21
2488,1.4474123763550787e+21
2489,1.7912288440260198e+18
2490,6.02054784697309e+20
2491,3.419024013700744e+20
2492,1.2235753761582374e+21
2493,4.6920867766521306e+17
2494,5.33614865506351e+21
2495,2.2834776010386727e+19
2496,4.732698903852177e+20
2497,1.609580682164117e+23
2498,2.2694228562920137e+19
2499,1.74928421670596e+21
2500,9.36359638474233e+20
2501,1.1001492905399197e+21
2502,5.072254908802419e+19
2503,1.259104583467874e+18
2504,1.8708498148213504e+21
2505,5.103254599344453e+18
2506,6.704886135025546e+21
2507,5.7248661557082694e+17
2508,1.3576051337347042e+22
2509,1.211365540221276e+20
2510,1.9555015621877938e+21
2511,1.375266720906178e+21
2512,9.537477143638122e+19
2513,9.121979075068879e+19
2514,2.1765286085506073e+20
2515,1.769706941954539e+19
2516,2.1437521906535965e+19
2517,6.249143943367624e+18
2518,1.198067628071619e+19
2519,1.4672713266248727e+19
2520,4.577919566897745e+20
2521,5.2613380457659e+19
2522,4.972378539551523e+20
2523,7.2846372144139125e+19
2524,8.675884769979164e+19
2525,2.8978685229432093e+21
2526,2.88823987164022e+20
2527,1.4512005283298277e+21
2528,1.6640438612777546e+19
2529,2.497389397106728e+18
2530,1.510115811623878e+19
2531,9.039100672679659e+19
2532,1.0590052578393881e+22
2533,8.672347043639265e+19
2534,4.617644888274452e+22
2535,3.1482511477693206e+20
2536,4.3423134021088954e+17
2537,4.84763789253982e+21
2538,5.706924228374185e+18
2539,1.3026232723592954e+20
2540,3.301129056509219e+20
2541,1.4770161732135453e+20
2542,2.5283441053074297e+19
2543,1.284071646236042e+22
2544,1.3375982199003016e+18
2545,3.7516429793089756e+20
2546,1.7679350137349554e+20
2547,1.8143400951947205e+20
2548,2.328245323148387e+19
2549,1.0480577456939475e+22
2550,3.88046064893411e+20
2551,4.456266274342615e+18
2552,1.4029324065057812e+20
2553,7.733358520691012e+20
2554,5.688018749157736e+19
2555,1.5267692034024016e+22
2556,5.166371310015965e+18
2557,1.2665727846186303e+19
2558,9.500251411794566e+19
2559,1.0823886251077392e+19
2560,5.8260000848454595e+20
2561,6.102202821208361e+20
2562,1.3200220946966116e+18
2563,4.54195426429981e+18
2564,4.077508490309977e+18
2565,3.159405860941958e+19
2566,7.180758844455416e+16
2567,5.5478889114943875e+20
2568,8.53341225939726e+21
2569,2.698738343213907e+20
2570,6.102508623927625e+17
2571,4.596092655616535e+18
2572,1.450658899512973e+21
2573,7.667464339555397e+21
2574,6.427603425756419e+22
2575,2.7735787752913805e+19
2576,9.439711926267257e+18
2577,9.806043166468276e+19
2578,5.001190312558775e+20
2579,4.0578682770688156e+19
2580,1.3834093340286516e+20
2581,1.3818805594293267e+21
2582,5.109572979269291e+21
2583,3.1408210144288844e+21
2584,2.0096035534903316e+18
2585,9.39865290381812e+18
2586,1.4212388078923505e+21
2587,1.4838141062533198e+22
2588,3.779821611680492e+21
2589,3.1468915477876367e+19
2590,3.042820687127374e+21
2591,6.090615085102184e+18
2592,1.1588076490837952e+18
2593,8.778359768173444e+20
2594,2.1386322277523243e+19
2595,6.432760209883992e+17
2596,1.3181450488201768e+23
2597,1.5164819789560954e+21
2598,1.4012231416320086e+23
2599,1.1146490907462683e+17
2600,1.7182924471691402e+21
2601,6.7468796450072895e+19
2602,8.563581768359247e+22
2603,1.869001470417812e+19
2604,9.34941770230731e+19
2605,5.844310942664469e+21
2606,3.556347658943845e+17
2607,1.5693026966107245e+17
2608,2.0080608501497636e+20
2609,2.1446550464313747e+20
2610,6.467402082584528e+18
2611,3.1992145803976765e+18
2612,5.767345180140683e+18
2613,5.3327757600463205e+20
2614,8.624966007655255e+19
2615,2.882587172176767e+18
2616,2.240046375274004e+19
2617,3.828179877979853e+18
2618,4.04523188804148e+22
2619,7.559469891436594e+21
2620,6.910071593194816e+19
2621,1.112449471251882e+20
2622,1.2643337152029463e+19
2623,3.8863058429850765e+21
2624,7.118292672465721e+20
2625,1.3235881080689447e+19
2626,1.4014243906522699e+20
2627,2.9737580295164317e+21
2628,2.2639357360918786e+19
2629,3.4125515257915617e+21
2630,3.915641087001586e+19
2631,1.6247609004589007e+23
2632,2.066539703759106e+20
2633,2.365969158220449e+19
2634,8.43365537688206e+20
2635,5.253235571743654e+20
2636,1.92541089960035e+21
2637,7.253784677538611e+19
2638,2.6565970804888286e+20
2639,1.5116403960968586e+22
2640,2.2306795111180023e+20
2641,1.6542283695972124e+22
2642,1.9274417420850762e+18
2643,1.469019871588115e+20
2644,1.291842615483322e+19
2645,9.278103957599875e+20
2646,2.372428800537754e+21
2647,5.736246782394658e+18
2648,1.1819362106733006e+22
2649,6.336273393145287e+22
2650,1.416879195770665e+18
2651,2.698185435399566e+21
2652,1.4159765246715195e+18
2653,1.334468567084686e+21
2654,7.80808433508615e+16
2655,2.645045363610568e+20
2656,1.4438010492849784e+22
2657,2.2058941318965776e+20
2658,5.013492633593152e+21
2659,1.1325057129017157e+20
2660,1.603220198031427e+22
2661,4.484589237541175e+19
2662,5.583425828441704e+18
2663,7.128440603265926e+19
2664,8.028685068308382e+19
2665,3.458958842979723e+20
2666,3.526733271034696e+21
2667,2.4890054440353848e+20
2668,1.6897928770305848e+20
2669,5.3522349121460494e+19
2670,1.1607012656742656e+17
2671,5.072476646321648e+18
2672,4.179923657090436e+20
2673,1.883712274415104e+22
2674,1.175742818976532e+18
2675,6.79968050229053e+19
2676,1.2078236808325931e+20
2677,1.9640277025707562e+17
2678,2.023330079323766e+20
2679,1.8720181288778822e+20
2680,1.4045814987206309e+21
2681,1.5432631401386136e+19
2682,1.4763075643361522e+20
2683,6.282053899230115e+21
2684,8.782012643152905e+21
2685,3.4705846966300557e+19
2686,1.0676481007430465e+18
2687,3.177574857132176e+21
2688,1.2208339382257263e+20
2689,2.6853984401624564e+19
2690,6.751029511632589e+18
2691,2.849950043156844e+22
2692,4.003174070584178e+19
2693,4.286375681835144e+20
2694,1.1962864284520302e+20
2695,6.720371014026172e+19
2696,2.2570301796771373e+19
2697,1.9668371380191337e+20
2698,1.2199641919419399e+20
2699,2.259580332812352e+19
2700,1.7957527144812272e+19
2701,2.4979747283459496e+20
2702,6.81192283799245e+19
2703,3.4520059608385364e+19
2704,1.5330577561218068e+18
2705,1.7395734035622314e+19
2706,9.547106507802089e+20
2707,2.5682729110983442e+20
2708,4.790517871370589e+18
2709,2.171844600859139e+20
2710,1.4424727085352403e+22
2711,6.577293709026504e+21
2712,3.8200297882714866e+19
2713,2.0466145029036733e+20
2714,4.5950062336366294e+21
2715,2.6748325946877854e+19
2716,8.499286937904569e+21
2717,1.998220023761123e+20
2718,9.29242115593261e+19
2719,2.583935745319764e+18
2720,2.014355352438809e+18
2721,4.358662015030584e+19
2722,7.798814510505509e+17
2723,1.2251887872809213e+24
2724,1.3242597280326235e+21
2725,5.246633882174053e+19
2726,2.0093790980887993e+20
2727,3.1997641299860877e+19
2728,1.8930866691442835e+19
2729,7.176949946208151e+21
2730,2.3804437961763468e+20
2731,2.2869066938743757e+18
2732,4.221983818747223e+21
2733,2.597050842667138e+17
2734,2.5388182098795302e+20
2735,8.358148531862764e+20
2736,6.317953872854648e+17
2737,2.319919364328374e+20
2738,2.514966023301403e+19
2739,1.4392326810264199e+20
2740,1.3968429141455098e+22
2741,9.570324883641818e+20
2742,3.902121770405091e+18
2743,1.944553318512886e+19
2744,5.833842565833019e+20
2745,3.2443746236853755e+18
2746,2.947118320707484e+20
2747,1.2222415986933018e+21
2748,5.051788643196164e+18
2749,3.854411523442617e+18
2750,7.408230796266164e+18
2751,8.849952072726992e+18
2752,5.426410127951356e+20
2753,3.915190401660351e+19
2754,1.1948900900217253e+20
2755,6.423949641744797e+19
2756,2.271218576957347e+17
2757,5.070550744650772e+21
2758,2.840484501503505e+20
2759,9.678280606243315e+22
2760,1.6113997624903178e+19
2761,7.020257185997226e+20
2762,3.0444578215928946e+22
2763,4.6643847407001105e+21
2764,8.907045525345365e+20
2765,2.282310025301341e+22
2766,1.260373800010072e+21
2767,2.2998816644957245e+18
2768,1.2689671545929332e+21
2769,2.90514132597439e+21
2770,5.626174607949894e+18
2771,5.6932336869891685e+22
2772,7.346398536040166e+21
2773,6.283759259228828e+19
2774,9.930280241593057e+21
2775,9.044677832409581e+20
2776,2.3983941349326953e+21
2777,4.596436215727589e+21
2778,2.722620682526296e+19
2779,3.5473006273043266e+21
2780,2.073771306881105e+19
2781,9.622090988129218e+19
2782,2.1921116170940582e+21
2783,1.8295547350489855e+20
2784,4.27679099954862e+22
2785,2.313588536800459e+19
2786,7.09817865820909e+17
2787,2.0820811619119116e+21
2788,2.8921900932552366e+18
2789,1.8403339472738963e+20
2790,9.773946822014581e+19
2791,1.0811803083838061e+20
2792,4.368970524335854e+17
2793,1.4207429647152418e+22
2794,3.444304421795793e+18
2795,2.940658941115067e+19
2796,1.4969107803792687e+20
2797,7.172752985331909e+21
2798,8.263511237191379e+18
2799,1.0720411528010901e+20
2800,1.0853366903042377e+18
2801,3.833320039555757e+20
2802,4.586499636907678e+19
2803,5.125201490991736e+21
2804,5.7022492617224915e+17
2805,1.0883245760809792e+21
2806,1.5340446313983137e+22
2807,4.598586573054685e+18
2808,7.779619666608957e+19
2809,7.764262805579841e+20
2810,3.944079408591154e+20
2811,3.1357150169497747e+19
2812,5.195545821746575e+19
2813,1.6481555173082366e+20
2814,7.415468401399647e+18
2815,1.1350858688961123e+20
2816,2.8843166553510035e+19
2817,2.857729887211078e+21
2818,1.541128019343883e+20
2819,1.88445809728169e+20
2820,1.4207083172855435e+19
2821,2.974587372000916e+19
2822,5.529118815742773e+20
2823,4.908547706357664e+19
2824,1.605275005008003e+21
2825,3.519409476649282e+20
2826,7.174693010486438e+20
2827,1.639184360553169e+20
2828,4.102144062329158e+20
2829,1.9525801536846544e+23
2830,2.7228441446195548e+23
2831,2.0617635325040054e+19
2832,7.350054718414135e+22
2833,3.903022048807499e+19
2834,8.482786333363246e+19
2835,8.179309432526368e+21
2836,7.021379212360955e+19
2837,5.948957641430602e+19
2838,1.3880319254573517e+18
2839,1.4877016189112779e+19
2840,3.3079613429901655e+18
2841,3.407487729268113e+20
2842,3.843608592516136e+22
2843,1.3665444899002266e+21
2844,9.750730347478283e+21
2845,1.6556331596283714e+19
2846,3.3880510750571333e+21
2847,3.236525096292014e+16
2848,5.730043414983744e+21
2849,4.080207665530961e+20
2850,3.05152322944446e+19
2851,1.5540137255494812e+19
2852,8.143675637683112e+21
2853,1.7266056242400045e+20
2854,3.532135669466873e+20
2855,1.639392573529804e+18
2856,6.121643665322776e+21
2857,1.0092217079235766e+19
2858,9.325150468740092e+18
2859,1.5962363384914362e+20
2860,1.3287069950713332e+21
2861,5.370062166411319e+19
2862,4.603741757714504e+18
2863,1.894036939767948e+20
2864,2.0438323213621555e+19
2865,9.715093486191262e+20
2866,2.0712767273184563e+21
2867,1.187268097341087e+21
2868,5.087213060008784e+19
2869,2.531974893808915e+22
2870,1.971849851169088e+20
2871,1.3814874686368912e+20
2872,1.7466000651917184e+20
2873,9.164139898082638e+17
2874,2.1682243314419913e+21
2875,3.8312908735611496e+20
2876,1.3752050334404436e+19
2877,5.280374175766259e+17
2878,6.613523396055351e+17
2879,2.326558828594315e+19
2880,2.414573671840113e+20
2881,5.621485908393408e+21
2882,1.2952956523837437e+18
2883,5.4376283226414855e+20
2884,6.65970605899341e+22
2885,1.2915957404932281e+22
2886,1.6957520404792187e+20
2887,3.2302573989830886e+18
2888,4.1216536189430045e+20
2889,3.826057754589735e+20
2890,1.3363587633086768e+22
2891,2.1905722947873597e+20
2892,6.497152973818385e+22
2893,5.778650701805385e+20
2894,3.3332200260643234e+19
2895,5.175660241115342e+21
2896,1.4952666393636933e+20
2897,5.939672786221992e+17
2898,3.794903957725355e+20
2899,1.9251917839944047e+22
2900,8.029678945577632e+19
2901,4.096191357855272e+20
2902,3.3658436531005725e+20
2903,1.918947180434615e+21
2904,9.208465110484297e+20
2905,4.167026435035201e+21
2906,7.982397751378231e+18
2907,1.4337003132039972e+20
2908,3.9894870489541006e+21
2909,3.785996229795869e+18
2910,4.6097551130729723e+18
2911,1.253927555989635e+19
2912,2.658308403230295e+19
2913,6.051436785914113e+20
2914,1.4377346871786132e+20
2915,1.6469053869606178e+22
2916,4.7564929042648646e+19
2917,1.017477873100091e+21
2918,3.3816134996431585e+18
2919,2.2761594908025946e+17
2920,2.548108575517175e+19
2921,1.9872085443469627e+21
2922,1.0903798236268e+21
2923,6.591719119809219e+20
2924,3.6595536079539876e+18
2925,5.987860343245921e+18
2926,3.92722951058848e+20
2927,1.0681898408561438e+21
2928,4.3186797878982895e+21
2929,1.0735512702983099e+18
2930,3.6940405208910756e+18
2931,1.00861839083528e+18
2932,8.265905347497665e+18
2933,2.572574880255864e+23
2934,2.0630066987764646e+19
2935,4.340549467286062e+21
2936,3.8327248173765896e+21
2937,6.53248971571957e+20
2938,4.520487489102295e+20
2939,1.0772026140515205e+21
2940,2.6305889848158464e+18
2941,6.22637684782272e+19
2942,1.186649259341456e+21
2943,9.747011516114645e+18
2944,9.08875218347202e+19
2945,4.100812521122732e+19
2946,5.246523824113164e+19
2947,6.133350242333209e+19
2948,5.306931479376295e+21
2949,1.9391598483681375e+18
2950,1.337169462848198e+18
2951,9.971350568086979e+19
2952,2.2162830020441605e+18
2953,2.2681213404068507e+22
2954,6.085533191652948e+20
2955,1.8972381209930416e+22
2956,1.657677395722452e+19
2957,6.195155941380275e+19
2958,1.2820802949722802e+20
2959,8.458271844062796e+21
2960,1.590412908866099e+19
2961,9.097878479650305e+19
2962,1.2166227820749757e+18
2963,3.6201663713674047e+19
2964,3.64146347222154e+19
2965,1.6291508817663967e+19
2966,3.406998142425991e+20
2967,2.0605018342891133e+18
2968,8.938723227000654e+20
2969,2.446589839547758e+17
2970,2.5253715743688995e+19
2971,6.93434900140603e+18
2972,6.960797422055199e+17
2973,6.743519417942556e+18
2974,5.51663222324098e+20
2975,2.746552139068268e+20
2976,3.2247455446371113e+20
2977,5.540200891763375e+18
2978,2.1337807112478073e+19
2979,3.930836033850082e+19
2980,9.426001932557887e+19
2981,1.8520418848640994e+22
2982,3.718481416119049e+21
2983,2.4405197286300516e+20
2984,1.7834583762240875e+21
2985,2.605659878614192e+20
2986,7.515351504075603e+17
2987,3.448481440607378e+21
2988,4.0562358269693e+18
2989,7.639217250305969e+17
2990,1.3163120050445094e+20
2991,4.009812036243597e+20
2992,1.248853535626728e+22
2993,3.663607307944918e+18
2994,3.7602870459226836e+20
2995,7.953047312877887e+19
2996,8.193720920216283e+18
2997,6.157654370491585e+20
2998,1.2401269413372119e+20
2999,2.4941942814904847e+18
3000,1.3873754203994487e+19
3001,5.108611254177766e+18
3002,1.5286883678749596e+20
3003,1.1362915298978224e+22
3004,2.43496663094531e+19
3005,4.079255353401913e+17
3006,4.952896260377671e+21
3007,1.4933752726217802e+19
3008,5.7987755352899084e+19
3009,4.9126377893635595e+20
3010,7.07061501989504e+19
3011,2.348970945733177e+19
3012,1.6813496564037537e+20
3013,3.672093089569939e+20
3014,3.0520218232871734e+20
3015,9.667039917700469e+20
3016,9.739274326101025e+19
3017,1.0276122935966628e+19
3018,7.573342301326683e+17
3019,3.584234435785539e+22
3020,5.884343283715998e+18
3021,3.750246267791557e+19
3022,1.0645519658887039e+19
3023,5.735317633138397e+20
3024,2.4028137792555307e+19
3025,7.151927425275412e+20
3026,1.0094150043275747e+20
3027,1.9111980670893664e+17
3028,4.626008650177887e+17
3029,2.2535659896334715e+22
3030,1.5270689016201408e+18
3031,6.082026192903883e+20
3032,6.817155032140694e+18
3033,7.837268146878132e+20
3034,2.864191694419481e+20
3035,1.8483089899755114e+19
3036,5.698378869002045e+18
3037,2.0978226155935347e+19
3038,1.0680988745015671e+20
3039,3.4547168041459686e+20
3040,7.807079173622237e+19
3041,4.917575458441582e+19
3042,1.5807972955969526e+19
3043,1.178375761100498e+19
3044,1.0139602612555524e+20
3045,8.991113223695712e+20
3046,8.272678876958825e+21
3047,1.9831734141742383e+20
3048,1.9294477786634005e+21
3049,1.1801915647994328e+22
3050,4.854132436696344e+18
3051,3.014135055468056e+21
3052,1.6689118468304333e+18
3053,3.045074019156023e+19
3054,8.656488997236134e+20
3055,1.6046948115861883e+18
3056,2.8069397921021895e+19
3057,2.1830740467225424e+19
3058,2.1460401463646796e+21
3059,1.0436595718702591e+20
3060,1.1466438308162533e+19
3061,7.412703521706256e+21
3062,3.4626271017143652e+19
3063,1.4018567263003152e+19
3064,2.856659066490313e+17
3065,5.302389581089732e+20
3066,7.152794206443692e+21
3067,1.4628097068310109e+20
3068,3.352376406450859e+20
3069,3.0193861669735866e+19
3070,1.016260388705969e+21
3071,9.070411470064196e+19
3072,1.322069396765792e+20
3073,1.15253920133174e+21
3074,3.5717447031992246e+19
3075,3.400229195785927e+18
3076,1.3739185709590042e+18
3077,8.653060805445e+20
3078,1.0647399607956495e+20
3079,6.163115260107112e+18
3080,4.469885239510601e+21
3081,6.01751949909623e+19
3082,2.725961526027848e+22
3083,8.549306750181215e+20
3084,1.9945996032182144e+20
3085,5.0923487970380205e+20
3086,1.6121527643656172e+21
3087,1.5388973556155947e+20
3088,3.0550304551777866e+19
3089,3.364838509978734e+19
3090,8.555372757531162e+20
3091,7.780578563506815e+19
3092,6.873976263139788e+20
3093,7.422208715297214e+19
3094,1.3049261246005592e+20
3095,3.144713099156656e+20
3096,1.4699306588431914e+20
3097,3.07234835328583e+18
3098,1.0312266384972289e+20
3099,2.7579263525070094e+19
3100,2.0583574107845106e+20
3101,1.0853277438763611e+20
3102,1.0522661943091316e+20
3103,5.460482768615428e+22
3104,1.7252133524000381e+18
3105,1.8503780320275575e+19
3106,1.9412967089566853e+21
3107,2.229949371214584e+20
3108,5.494507340289148e+19
3109,1.3461187698947328e+19
3110,4.2163523387758863e+18
3111,1.4740858421585274e+20
3112,4.605005539499389e+19
3113,1.096454699866891e+21
3114,4.2174371900832906e+18
3115,2.4336394360597e+21
3116,1.5946608426199758e+21
3117,2.8847057566959707e+21
3118,3.689446210494913e+21
3119,1.4706312415733453e+19
3120,4.637479720529136e+18
3121,2.3730789735563338e+19
3122,6.6389100498427716e+19
3123,4.984141569753131e+21
3124,1.755801410251405e+23
3125,1.1672408363972467e+19
3126,1.0125475817217088e+20
3127,7.127171598028038e+21
3128,2.3022025556653616e+23
3129,1.1982043401772552e+19
3130,1.4801814741817796e+21
3131,2.7998490439501073e+24
3132,9.369919231080331e+20
3133,1.822157708012528e+19
3134,2.884778701505925e+22
3135,2.9595772025619897e+22
3136,2.4512077670795047e+19
3137,4.5936064810580817e+20
3138,7.977773839629629e+23
3139,7.835740378979131e+19
3140,2.5756903580079548e+22
3141,3.177411126161835e+20
3142,2.7903387058601103e+19
3143,2.521568845447691e+21
3144,2.794329496260803e+20
3145,6.185049655767813e+18
3146,2.2733075792530014e+20
3147,3.815141481394571e+19
3148,2.232979664085096e+17
3149,2.3106175763035967e+22
3150,3.5768878104197825e+19
3151,1.7857233790983944e+19
3152,5.95375314141113e+20
3153,5.889274595124316e+19
3154,6.124023731325102e+20
3155,1.7676729553575016e+22
3156,5.229796643780774e+20
3157,1.9966513642059575e+19
3158,1.5071294039369856e+20
3159,8.748088190826044e+18
3160,1.603288523575366e+19
3161,1.6134115024658442e+19
3162,2.6403391836791747e+19
3163,9.986056031859004e+19
3164,1.3055617022436278e+18
3165,2.5395163865788046e+22
3166,8.590821319361723e+20
3167,3.035242192212749e+19
3168,7.938685747357864e+21
3169,1.2300882232844414e+20
3170,4.816632106883221e+20
3171,5.693395902965736e+18
3172,1.9601358393757516e+20
3173,4.853902705992665e+19
3174,1.4997928910456875e+23
3175,8.367695324443498e+20
3176,6.903284921520834e+22
3177,5.764866249507397e+22
3178,1.326612980126413e+21
3179,2.8860807399966134e+19
3180,3.6136673278531592e+19
3181,1.6533447197812644e+16
3182,1.8402643609001219e+21
3183,6.860232044108023e+20
3184,6.227530325225699e+20
3185,1.5041351564971033e+20
3186,2.05159310094139e+19
3187,3.3488145946095636e+23
3188,1.9121957134713843e+17
3189,6.943228968765933e+22
3190,8.804593968006464e+21
3191,6.910897311554743e+20
3192,1.6914569533291843e+20
3193,6.485114475007116e+18
3194,4.468346540355483e+18
3195,3.070318487569341e+17
3196,8.069333642148203e+22
3197,5.043834885819535e+17
3198,1.2854851598632425e+18
3199,4.190676455809968e+19
3200,1.1602306715538237e+18
3201,2.212563642952703e+18
3202,1.3681797205430095e+18
3203,4.6659321832201735e+20
3204,2.6901154004933804e+22
3205,1.890717175927571e+17
3206,1.179828241424177e+21
3207,4.625793709909704e+20
3208,4.044162053904765e+20
3209,1.4319496487485998e+21
3210,4.385474653501755e+19
3211,1.797289056757093e+21
3212,1.799141747529195e+21
3213,1.8491087600435984e+21
3214,5.493462908447642e+20
3215,8.934422193991456e+18
3216,9.479639189504803e+20
3217,1.3778573480063841e+20
3218,9.150299597784313e+22
3219,2.3574069577905907e+20
3220,2.930912006173474e+21
3221,9.546554379020386e+18
3222,1.1524607133486608e+19
3223,2.2464463116337692e+18
3224,8.89952498587555e+19
3225,3.162570174882305e+20
3226,1.1533690891328874e+20
3227,4.175823705797134e+20
3228,9.290251507180755e+18
3229,5.153408747287471e+19
3230,1.1033079154304197e+17
3231,2.0144642656525907e+20
